,Account,Compound,Date,Negative,Neutral,Positive,Tweets Ago
423,@CNN,0.2714,Tue Jun 05 03:01:06 +0000 2018,0.823,0.0,0.177,3
424,@CNN,0.0,Tue Jun 05 03:01:06 +0000 2018,1.0,0.0,0.0,4
425,@CNN,0.2732,Tue Jun 05 02:47:16 +0000 2018,0.884,0.0,0.116,5
426,@CNN,0.6124,Tue Jun 05 02:30:00 +0000 2018,0.75,0.0,0.25,6
427,@CNN,0.0,Tue Jun 05 02:25:21 +0000 2018,1.0,0.0,0.0,7
428,@CNN,0.0,Tue Jun 05 02:20:00 +0000 2018,1.0,0.0,0.0,8
429,@CNN,0.2263,Tue Jun 05 02:10:00 +0000 2018,0.924,0.0,0.076,9
430,@CNN,-0.7351,Tue Jun 05 02:00:17 +0000 2018,0.744,0.256,0.0,10
431,@CNN,0.0,Tue Jun 05 01:51:28 +0000 2018,1.0,0.0,0.0,11
432,@CNN,-0.3818,Tue Jun 05 01:50:23 +0000 2018,0.783,0.217,0.0,12
433,@CNN,0.3182,Tue Jun 05 01:48:01 +0000 2018,0.887,0.0,0.113,13
434,@CNN,0.0,Tue Jun 05 01:42:14 +0000 2018,1.0,0.0,0.0,14
435,@CNN,0.3182,Tue Jun 05 01:38:39 +0000 2018,0.874,0.0,0.126,15
436,@CNN,-0.5994,Tue Jun 05 01:32:01 +0000 2018,0.843,0.157,0.0,16
437,@CNN,-0.3818,Tue Jun 05 01:28:56 +0000 2018,0.795,0.205,0.0,17
438,@CNN,0.0,Tue Jun 05 01:26:48 +0000 2018,1.0,0.0,0.0,18
439,@CNN,0.128,Tue Jun 05 01:17:24 +0000 2018,0.766,0.105,0.129,19
440,@CNN,-0.7003,Tue Jun 05 01:12:49 +0000 2018,0.766,0.234,0.0,0
441,@CNN,-0.4767,Tue Jun 05 01:01:38 +0000 2018,0.866,0.134,0.0,1
442,@CNN,0.0,Tue Jun 05 01:00:53 +0000 2018,1.0,0.0,0.0,2
443,@CNN,0.0,Tue Jun 05 00:52:03 +0000 2018,1.0,0.0,0.0,3
444,@CNN,0.0,Tue Jun 05 00:44:42 +0000 2018,1.0,0.0,0.0,4
445,@CNN,0.2263,Tue Jun 05 00:35:24 +0000 2018,0.872,0.0,0.128,5
446,@CNN,0.2263,Tue Jun 05 00:32:04 +0000 2018,0.888,0.0,0.112,6
447,@CNN,0.0,Tue Jun 05 00:28:11 +0000 2018,1.0,0.0,0.0,7
448,@CNN,0.0,Tue Jun 05 00:16:31 +0000 2018,1.0,0.0,0.0,8
449,@CNN,0.0,Tue Jun 05 00:15:22 +0000 2018,1.0,0.0,0.0,9
450,@CNN,-0.891,Tue Jun 05 00:06:05 +0000 2018,0.629,0.371,0.0,10
451,@CNN,0.0,Tue Jun 05 00:01:10 +0000 2018,1.0,0.0,0.0,11
452,@CNN,0.0,Mon Jun 04 23:56:05 +0000 2018,1.0,0.0,0.0,12
453,@CNN,0.3182,Mon Jun 04 23:53:45 +0000 2018,0.887,0.0,0.113,13
454,@CNN,0.0,Mon Jun 04 23:51:05 +0000 2018,1.0,0.0,0.0,14
455,@CNN,0.4939,Mon Jun 04 23:46:22 +0000 2018,0.833,0.0,0.167,15
456,@CNN,0.4215,Mon Jun 04 23:44:35 +0000 2018,0.613,0.132,0.255,16
457,@CNN,-0.4767,Mon Jun 04 23:43:58 +0000 2018,0.829,0.171,0.0,17
458,@CNN,0.0,Mon Jun 04 23:41:15 +0000 2018,1.0,0.0,0.0,18
459,@CNN,0.0,Mon Jun 04 23:31:19 +0000 2018,1.0,0.0,0.0,19
460,@CNN,0.0,Mon Jun 04 23:27:06 +0000 2018,1.0,0.0,0.0,0
461,@CNN,0.4939,Mon Jun 04 23:26:08 +0000 2018,0.738,0.0,0.262,1
462,@CNN,0.0,Mon Jun 04 23:23:52 +0000 2018,1.0,0.0,0.0,2
463,@CNN,0.0,Mon Jun 04 23:22:00 +0000 2018,1.0,0.0,0.0,3
464,@CNN,0.0,Mon Jun 04 23:18:06 +0000 2018,1.0,0.0,0.0,4
465,@CNN,0.0,Mon Jun 04 23:02:25 +0000 2018,1.0,0.0,0.0,5
466,@CNN,-0.7269,Mon Jun 04 23:01:50 +0000 2018,0.647,0.353,0.0,6
467,@CNN,-0.6808,Mon Jun 04 23:00:57 +0000 2018,0.69,0.254,0.056,7
468,@CNN,0.6369,Mon Jun 04 22:47:54 +0000 2018,0.785,0.0,0.215,8
469,@CNN,-0.4404,Mon Jun 04 22:47:34 +0000 2018,0.854,0.146,0.0,9
470,@CNN,-0.4404,Mon Jun 04 22:39:49 +0000 2018,0.804,0.196,0.0,10
471,@CNN,0.0,Mon Jun 04 22:31:16 +0000 2018,1.0,0.0,0.0,11
472,@CNN,0.5574,Mon Jun 04 22:18:55 +0000 2018,0.816,0.0,0.184,12
473,@CNN,-0.2263,Mon Jun 04 22:11:08 +0000 2018,0.905,0.095,0.0,13
474,@CNN,-0.5859,Mon Jun 04 22:01:04 +0000 2018,0.73,0.27,0.0,14
475,@CNN,0.3612,Mon Jun 04 22:00:59 +0000 2018,0.878,0.0,0.122,15
476,@CNN,-0.3612,Mon Jun 04 21:56:35 +0000 2018,0.884,0.116,0.0,16
477,@CNN,0.0,Mon Jun 04 21:48:56 +0000 2018,1.0,0.0,0.0,17
478,@CNN,0.3182,Mon Jun 04 21:36:03 +0000 2018,0.628,0.126,0.246,18
479,@CNN,-0.4549,Mon Jun 04 21:33:05 +0000 2018,0.834,0.166,0.0,19
480,@CNN,-0.1027,Mon Jun 04 21:27:09 +0000 2018,0.702,0.18,0.118,0
481,@CNN,0.0,Mon Jun 04 21:21:06 +0000 2018,1.0,0.0,0.0,1
482,@CNN,0.3804,Mon Jun 04 21:16:09 +0000 2018,0.885,0.0,0.115,2
483,@CNN,0.2023,Mon Jun 04 21:11:03 +0000 2018,0.909,0.0,0.091,3
484,@CNN,-0.1531,Mon Jun 04 21:06:05 +0000 2018,0.89,0.11,0.0,4
485,@CNN,0.3818,Mon Jun 04 21:00:24 +0000 2018,0.86,0.0,0.14,5
486,@CNN,-0.5267,Mon Jun 04 20:56:37 +0000 2018,0.588,0.289,0.123,6
487,@CNN,0.0,Mon Jun 04 20:47:57 +0000 2018,1.0,0.0,0.0,7
488,@CNN,0.4767,Mon Jun 04 20:29:42 +0000 2018,0.846,0.0,0.154,8
489,@CNN,-0.0191,Mon Jun 04 20:25:28 +0000 2018,0.924,0.076,0.0,9
490,@CNN,-0.5574,Mon Jun 04 20:18:27 +0000 2018,0.765,0.235,0.0,10
491,@CNN,0.0,Mon Jun 04 20:16:47 +0000 2018,1.0,0.0,0.0,11
492,@CNN,-0.7845,Mon Jun 04 20:07:45 +0000 2018,0.743,0.257,0.0,12
493,@CNN,-0.3182,Mon Jun 04 20:07:33 +0000 2018,0.901,0.099,0.0,13
494,@CNN,-0.1174,Mon Jun 04 19:57:18 +0000 2018,0.798,0.113,0.09,14
495,@CNN,-0.4404,Mon Jun 04 19:50:01 +0000 2018,0.868,0.132,0.0,15
496,@CNN,0.7506,Mon Jun 04 19:46:05 +0000 2018,0.701,0.0,0.299,16
497,@CNN,0.0397,Mon Jun 04 19:36:17 +0000 2018,0.809,0.092,0.098,17
498,@CNN,-0.2023,Mon Jun 04 19:35:41 +0000 2018,0.921,0.079,0.0,18
499,@CNN,0.0,Mon Jun 04 19:32:10 +0000 2018,1.0,0.0,0.0,19
